wavelength_um,frequency_per_um,reference_flux,ring_flux,normalized_transmission
1.2576064908722109,0.7951612903225806,3.173052542981165e-05,3.396207834012201e-06,0.10703282684444224
1.2602479842807779,0.7934946236559139,4.321496559449123e-05,1.743874337550711e-05,0.4035348203014673
1.2629005975013579,0.7918279569892474,5.0658866948114e-05,3.610863996080375e-05,0.7127802522268623
1.2655644008981424,0.7901612903225806,6.68327314767004e-05,5.513080882324407e-05,0.8249073112096889
1.2682394654302467,0.788494623655914,7.97274022009398e-05,8.204444183656738e-05,1.0290620234908427
1.2709258626580116,0.7868279569892473,0.000101520420059337,9.33955439478336e-05,0.9199680605462967
1.2736236647493837,0.7851612903225806,0.00012356704074550142,0.0001242795700420088,1.005766337788852
1.276332944486379,0.7834946236559139,0.00015157005246311487,0.00014415718237836936,0.9510927787892041
1.279053775271627,0.7818279569892473,0.00018840710431135366,0.00014185614319598677,0.7529235360549954
1.281786231135001,0.7801612903225806,0.00022258017133082886,7.350889975022186e-07,0.0033025807874396394
1.2845303867403315,0.778494623655914,0.0002823186620211724,0.00010803178956013561,0.382659044877571
1.2872863173922071,0.7768279569892473,0.00032174966100410716,0.0001848553820400282,0.5745317072382821
1.290054099042863,0.7751612903225806,0.0004153269598203666,0.0003491344352949007,0.8406255048935544
1.292833808299159,0.7734946236559139,0.00045819991119426144,0.00044274192022482215,0.9662636535019196
1.295625522429646,0.7718279569892473,0.0005993117245662547,0.0005812202074845143,0.9698128430662124
1.2984293193717276,0.7701612903225807,0.0006433001589179455,0.0006254317908946656,0.9722239023641231
1.3012452777389114,0.768494623655914,0.0008476440078413317,0.0008140507661810795,0.9603686909250936
1.3040734768281568,0.7668279569892473,0.0008909251154105841,0.0007885097345827643,0.8850460279362294
1.3069139966273187,0.7651612903225806,0.0011745771513217967,4.654283932157697e-05,0.039625187046419666
1.3097669178226887,0.7634946236559139,0.001217659069208295,0.0005672776308573641,0.4658755847202782
1.3126323218066338,0.7618279569892473,0.0015944776903840424,0.00045724157464971583,0.28676573990796045
1.3155102906853382,0.7601612903225807,0.0016429552675697348,0.0016087015165802175,0.9791511359647755
1.3184009072866458,0.758494623655914,0.0021210932013527918,0.001820145047858503,0.858116487619521
1.3213042551680045,0.7568279569892473,0.0021892957842487124,0.0022768665397889824,1.0399995085955556
1.3242204186245194,0.7551612903225806,0.0027671518393863085,0.002591964976718973,0.936690549403972
1.3271494826971104,0.7534946236559139,0.00288226700387508,0.0028320777163826005,0.9825868708814963
1.330091533180778,0.7518279569892473,0.0035446542612936932,0.0031846109459820215,0.8984263940088005
1.333046656632982,0.7501612903225807,0.0037505347353536853,0.0008680562669314286,0.23144866750569335
1.3360149403821289,0.748494623655914,0.004466144815640735,0.001723077957825753,0.38580879683780517
1.3389964725361745,0.7468279569892473,0.0048257534917243656,0.0005508475751695706,0.11414747481698213
1.341991341991342,0.7451612903225806,0.005547068626156098,0.004341333259905057,0.7826355779040418
1.3449996384409573,0.743494623655914,0.006142864972785248,0.005963325478533278,0.9707726777249078
1.3480214523844036,0.7418279569892473,0.006809206777673499,0.00616084237057793,0.904781213397503
1.351056875136195,0.7401612903225807,0.007741367912860653,0.007726623778334066,0.998095409662407
1.3541059988351776,0.738494623655914,0.008285330298578617,0.007765359918414987,0.9372420457090488
1.357168916453849,0.7368279569892473,0.009668204902594632,0.008452837973681421,0.8742923902463997
1.3602457218078106,0.7351612903225806,0.010025446743089857,0.004847103462270247,0.4834800469725864
1.363336509565345,0.733494623655914,0.01198252378190462,0.003550559615487015,0.29631150165951553
1.366441375257126,0.7318279569892473,0.012104847382831775,0.0016886679615844367,0.13950344917024424
1.3695604152860612,0.7301612903225807,0.014762304530049968,0.009666957592484577,0.6548406837703853
1.3726937269372694,0.728494623655914,0.014633896115642525,0.014494118051358178,0.9904483356189104
1.3758414083881945,0.7268279569892473,0.018112421968040724,0.016608922819158326,0.9169907176668414
1.3790035587188614,0.7251612903225806,0.017769016034657265,0.01752167229060941,0.9860800539790483
1.382180277922271,0.723494623655914,0.02217316644840551,0.020640605781829996,0.930882191763562
1.3853716669149412,0.7218279569892473,0.021724272215960187,0.01946891539476536,0.8961826293293322
1.3885778275475922,0.7201612903225807,0.027127313266234753,0.01589743637110964,0.5860306258525465
1.3917988626159832,0.718494623655914,0.0267825504868191,0.0075177788679388095,0.2806968989618314
1.395034875871897,0.7168279569892473,0.033203218909453006,0.014750052139852187,0.44423560800163336
1.3982859720342806,0.7151612903225806,0.03330455349311214,0.022196360910743694,0.6664662510888855
1.4015522568005425,0.713494623655914,0.040672429420333646,0.03401929144908636,0.836421426846926
1.404833836858006,0.7118279569892473,0.04173201900419174,0.043752799727956315,1.04842278835255
1.4081308198955258,0.7101612903225807,0.04984190121055483,0.044413450820264565,0.8910866106941221
1.4114433146152678,0.708494623655914,0.052579313707468184,0.05146739206184824,0.9788524884176644
1.4147714307446566,0.7068279569892473,0.06104276545233371,0.054711820443414175,0.8962867268216549
1.4181152790484903,0.7051612903225807,0.06640580078220791,0.044869616722077336,0.6756882108723737
1.4214749713412305,0.703494623655914,0.07461659802557148,0.0027669639229374174,0.03708241860596707
1.4248506204994635,0.7018279569892474,0.08376219088272684,0.03815069135881332,0.45546434443467537
1.428242340474545,0.7001612903225807,0.09089816032658747,0.03217570623970657,0.3539753293587314
1.4316502463054188,0.698494623655914,0.10510974181806489,0.08814905409875139,0.8386382896014447
1.4350744541316258,0.6968279569892473,0.11019195603463484,0.10280393689191587,0.9329531899733514
1.4385150812064964,0.6951612903225807,0.13071891964499696,0.12490926153375986,0.9555561036840359
1.4419722459105357,0.693494623655914,0.1327419475637229,0.12331561714536626,0.9289875537359318
1.4454460677649983,0.6918279569892474,0.16056312963905212,0.1463459061894085,0.9114539964336512
1.4489366674456647,0.6901612903225807,0.15869754464678604,0.13065741343917645,0.8233108693016098
1.452444166796814,0.688494623655914,0.1942282975304279,0.008351111471397337,0.042996368590879755
1.4559686888454013,0.6868279569892473,0.18807953815309109,0.10619366993690176,0.5646210692545581
1.4595103578154425,0.6851612903225807,0.23086463902193702,0.02592799735126077,0.11230822295309185
1.46306929914261,0.683494623655914,0.22074597468486332,0.19864527880373867,0.8998817717393236
1.4666456394890395,0.6818279569892474,0.2692076563051935,0.220777399874043,0.8201007464057916
1.470239506758359,0.6801612903225807,0.2563518633487621,0.26099763099220397,1.0181226209271645
1.473851030110935,0.678494623655914,0.3076824936678574,0.2715157287331108,0.8824542647727351
1.4774803399793472,0.6768279569892472,0.2942993934576076,0.27719456261678577,0.9418794899987258
1.4811275680840899,0.6751612903225807,0.34457653147069317,0.2800596739204217,0.8127647948776258
1.4847928474495091,0.673494623655914,0.33368346484893313,0.07652140620867857,0.22932333864167267
1.4884763124199742,0.6718279569892474,0.3782345017493814,0.19595958618374304,0.5180901934577774
1.4921780986762936,0.6701612903225806,0.3732494235452578,0.09486932662664953,0.25417139489606283
